byte	octet	byte	byte
bytes	octets	bytes	bájt
c	c	c	c
caaaar	caaaar	caaaar	caaaar
caaadr	caaadr	caaadr	caaadr
caaar	caaar	caaar	caaar
caadar	caadar	caadar	kaadari
caaddr	caaddr	caaddr	caaddr
caadr	caadr	caadr	kaadr
caar	caar	caar	caar
cache	cache	cache	gyorsítótár
cadaar	cadaar	cadaar	cadaár
cadadr	cadadr	cadadr	kádadr
cadar	cadar	cadar	kádar
caddar	caddar	caddar	caddar
cadddr	cadddr	cadddr	cadddr
caddr	caddr	caddr	caddr
cadr	cadr	kader	kádr
call	appel	anruf	hívás
can	peut	dürfen	tud
cancel	annuler	stornieren	töröl
capture	capturer	erfassen	elfog
car	voiture	auto	autó
cartesian	cartésien	kartesischer	kartéziánus
cas	ch	cas	cas
case	cas	fall	ügy
category	catégorie	kategorie	kategória
cc	cc	cc	cc
cd	cd	cd	cd
cdaaar	cdaaar	cdaaar	cdaaar
cdaadr	cdaadr	cdaadr	cdaadr
cdaar	cdaar	cdaar	cdaar
cdadar	cdadar	cdadar	cdadar
cdaddr	cdaddr	cdaddr	cdaddr
cdadr	cdadr	cdadr	cdadr
cdar	cdar	cdar	cdar
cddaar	cddaar	cddaar	cddaar
cddadr	cddadr	cddadr	cddadr
cddar	cddar	cddar	cddar
cdddar	cdddar	cdddar	cdddar
cddddr	cddddr	cddddr	cddddr
cdddr	cdddr	cdddr	cdddr
cddr	cddr	cddr	cddr
cdot	cdot	cdot	cdot
cdr	cdr	cdr	cdr
ceiling	plafond	decke	mennyezet
cell	cellule	zelle	sejt
certifier	certificateur	zertifizierer	tanúsító
change	changement	ändern	változás
channel	canal	kanal	csatorna
chaperone	chaperon	begleiter	chaperone
char	carboniser	verkohlen	csészék
character	personnage	charakter	jellegzetesség
chars	charbon	chars	chars
check	vérifier	überprüfen	ellenőrzés
checked	à-carreaux	überprüft	ellenőrzött
checking	vérification	überprüfung	ellenőrzés
choice	choix	auswahl	választás
choose	choisir	wählen	választ
ci	ci	ci	ci
class	classe	klasse	osztály
clause	clause	klausel	záradék
cleanse	purifier	reinigen	tisztít
clear	clair	klar	világos
close	fermer	schließen	közeli
closed	fermé	geschlossen	zárt
closure	fermeture	schließung	bezárás
code	code	code	kód
coerce	contraindre	zwingen	kényszerít
collect	collecter	sammeln	gyűjt
collection	collection	sammlung	gyűjtemény
column	colonne	spalte	oszlop
columns	colonnes	spalten	oszlopok
combinations	combinaisons	kombinationen	kombinációk
combine	combiner	kombinieren	kombájn
command	commande	befehl	parancs
comment	commentaire	kommentar	megjegyzés
commit	commettre	begehen	elkövet
common	commun	gemeinsam	közös
compile	compiler	kompilieren	összeállít
compiled	compilé	zusammengestellt	összeállított
compiling	compilation	kompilieren	összeállított
complete	complet	vollständig	teljes
complex	complexe	komplex	összetett
composable	composable	komponierbar	összeállítható
compose	composer	komponieren	összeállít
compound	composé	verbindung	összetett
concurrent	concurrent	gleichzeitig	egyidejű
cond	faire	kond	cond
configuration	configuration	konfiguration	konfiguráció
conjoin	conjoinger	verbinden	összekapcsol
conjugate	conjuguer	konjugieren	konjugál
connect	connecter	verbinden	összekapcsol
connected	connecté	verbunden	összekapcsolt
cons	inconvénients	nachteile	hátrányok
const	const	const	higgadt
constant	constante	konstante	állandó
constants	constantes	konstanten	állandóak
constructor	constructeur	konstruktor	konstruktőr
cont	suite	fortsetzung	folytatás
contains	contient	enthält	tartalmaz
content	contenu	inhalt	tartalom
contents	contenu	inhalt	tartalom
context	contexte	kontext	kontextus
contexts	contextes	kontexte	kontextus
continuation	continuation	fortsetzung	folytatás
contract	contracter	vertrag	szerződés
contracted	contracté	vertrag	szerződéses
contracts	contractes	verträge	szerződések
control	contrôle	kontrolle	ellenőrzés
convention	convention	konvention	konvenció
convert	convertir	konvertieren	megtérít
converter	convertisseur	konverter	átalakító
copy	copie	kopie	másolat
cos	cos	cos	kötözősaláta
cosh	matraque	cosh	bunkó
count	compter	zählen	számítás
country	pays	land	ország
counts	comptes	zählt	számít
cross	croix	kreuzen	kereszt
ctc	ctc	ctc	ctc
curly	bouclé	lockig	göndör
current	actuel	aktuell	jelenlegi
curry	curry	curry	curry
curryr	curryr	curryr	curryr
custodian	gardien	depotbank	gondnok
custom	coutume	brauch	szokás
cycle	faire-du-vélo	zyklus	ciklus
d	d	d	d
date	date	datum	dátum
datum	données	datum	alapvető
day	jour	tag	nap
dc	dc	dc	dc
dead	mort	tot	halott
debug	déboguer	debuggen	hibakeresés
decimal	décimal	dezimal	decimális
declaration	déclaration	erklärung	nyilatkozat
declare	déclarer	erklären	kijelent
declared	déclaré	erklärt	bejelentett
default	défaut	standard	mulasztás
define	définir	definieren	meghatároz
defined	défini	definiert	meghatározott
definition	définition	definition	meghatározás
degrees	degrés	grad	fokok
delay	retard	verzögerung	késleltetés
delete	supprimer	löschen	töröl
delta	delta	delta	delta
demand	demande	nachfrage	kereslet
denominator	dénominateur	nenner	nevező
depend	dépendre	abhängen	függ
depth	profondeur	tiefe	mélység
derived	dérivé	abgeleitet	származtatott
descriptors	descripteurs	deskriptoren	leírók
deserialize	désérialiser	deserialisieren	drasztérít
device	appareil	gerät	eszköz
dict	diction	dict	dict
difference	différence	unterschied	különbség
directory	annuaire	verzeichnis	könyvtár
disarm	désarmer	entwaffnen	lefegyverez
disjoin	séparer	trennen	szétválaszt
display	afficher	anzeige	kijelző
displayln	affichage	displayln	displayln
distinct	distinct	unterscheidbar	különböző
divide	diviser	teilen	megoszt
dm	dm	dm	dm
do	faire	tun	csinál
dom	dom	dom	dom
domain	domaine	domain	domain
doms	doms	doms	doms
dot	point	punkt	pont
double	double	doppelt	kettős
doubling	doubler	verdoppelung	megduplázódás
down	vers-le-bas	runter	le-
downcase	dans-la-baisse	downlos	lefelé-irányít
drive	conduire	fahren	hajtás
drop	baisse	fallen	csepp
dropf	dropf	dropf	csepp
dst	dst	dst	dst
dump	décharge	entsorgen	dump
dup	dup	dup	dup
duplicate	double	duplikat	másolat
duplicates	doublure	duplikate	másolatok
dynamic	dynamique	dynamisch	dinamikus
e	e	e	e
each	chaque	jede	minden
ec	ce	ec	ek
eighth	huitième	achte	nyolcadik
element	élément	element	elem
elements	éléments	elemente	elemek
eleventh	onzième	elfte	tizenegyedik
else	autre	anders	más
empty	vide	leer	üres
enable	activer	aktivieren	engedélyez
enabled	activé	ermöglicht	engedélyezve
encoding	codage	codierung	kódolás
end	fin	ende	vége
endian	endian	endian	endiai
enforce	imposer	erzwingen	érvényesít
env	env	env	env
environment	environnement	umfeld	környezet
eof	eof	eof	földhálózat
ephemeron	éphémère	ephemeron	efemeron
eprintf	eprintf	eprintf	eprintf
eq	égaliseur	gl	egyenérték
equal	égal	gleich	egyenlő
equality	égalité	gleichwertigkeit	egyenlőség
equivalent	équivalent	gleichwertig	egyenértékű
eqv	eqv	eqv	egyenérték
errno	errer	errno	errno
error	erreur	fehler	hiba
escape	s'échapper	flucht	menekülés
eval	évaluer	bewerten	értékel
even	même	sogar	még
evt	evt	evt	evt
evts	évolution	evts	evts
exact	exact	genau	pontos
exactly	exactement	genau	pontosan
except	sauf	außer	kivéve
exception	exception	ausnahme	kivétel
executable	exécutable	ausführbar	végrehajtható
execute	exécuter	ausführen	végrehajt
executor	exécuteur	testamentsvollstrecker	végrehajtó
exercise	exercice	übung	gyakorlat
exists	existant	existiert	létezik
exit	sortie	ausfahrt	kijárat
exn	exn	exn	exn
exp	exp	exp	exp
expand	développer	expandieren	kiszélesít
expander	extenseur	expander	kiterjesztő
expansion	expansion	erweiterung	terjeszkedés
explanation	explication	erläuterung	magyarázat
explode	exploser	explodieren	felrobban
export	exporter	export	export
exports	exportations	exporte	export
expression	expression	ausdruck	kifejezés
exprs	exprs	exprs	kiállítás
expt	expt	expt	kitett
extend	étendre	verlängern	kiterjeszt
extended	étendu	erweitert	kiterjedt
extends	prolongement	erstreckt-sich	kiterjeszt
extension	extension	verlängerung	kiterjesztés
externalizable	externalisable	externalisierbar	kiléphető
extract	extrait	extrakt	kivonat
f	f	f	f
fail	échouer	scheitern	kudarcot-vall
failure	échec	versagen	hiba
false	faux	falsch	hamis
fatal	fatal	tödlich	halálos
field	champ	feld	mező
fifo	fifo	fifo	fifo
fifteenth	quinzième	fünfzehnte	tizenötödik
fifth	cinquième	fünfte	ötödik
file	déposer	datei	irat
filename	nom-de-fichier	dateiname	fájlnév
files	fichiers	dateien	irat
filesystem	système-de-fichiers	dateisystem	fájlrendszer
fill	remplir	füllen	kitölt
filter	filtre	filter	szűrő
final	final	finale	végső
find	trouver	finden	lelet
findf	findf	findf	findf
first	d'abord	erste	első
fixnum	dume-de-fixation	fixnum	fixnum
flat	plat	wohnung	lakás
flatten	aplatir	flach	lelapul
floating	flottant	schwebend	úszó
flonum	flonum	flonum	csábító
floor	sol	boden	emelet
flush	flush	spülen	eláraszt
fmt	fmt	fmt	fmt
fold	pli	falten	hajtogat
foldcase	maltraire	foldcase	robbantás
foldl	se-dresser	falten	összecsukható
foldr	pli	fordr	hajtás
for	pour	für	-ra
force	forcer	gewalt	erő
forced	forcé	gezwungen	kényszerű
form	formulaire	bilden	forma
format	format	format	formátum
fourteenth	quatorzième	vierzehnte	tizennegyedik
fourth	quatrième	vierte	negyedik
fprintf	fprintf	fprintf	fprintf
free	gratuit	frei	ingyenes
from	depuis	aus	-tól
fsemaphore	fsémaphore	fsemaphor	fsemaphore
functional	fonctionnel	funktional	funkcionális
future	avenir	zukunft	jövőbeli
futures	avenir	futures	határidős-ügylet
garbage	ordures	müll	szemét
gc	gc	gc	gc
gcd	gcd	gcd	gcd
gen	génération	gen	gen
general	général	allgemein	általános
generate	générer	erzeugen	előállít
generator	générateur	generator	generátor
generic	générique	generisches	általános
gensym	gensym	gensym	gensim
get	obtenir	erhalten	kap
getenv	getenv	getenv	getenv
global	mondial	global	globális
graph	graphique	graph	grafikon
grapheme	graphème	graphem	graféma
graphic	graphique	grafik	grafikus
group	groupe	gruppe	csoport
guard	garde	bewachen	őr
handle	poignée	handhaben	fogantyú
handler	maître	handler	kezelő
handlers	gestionnaires	handler	kezelők
hang	accrocher	aufhängen	akasztás
has	a	hat	van
hash	hacher	hash	hash
hashalw	hashalw	hashalw	hasfás
hasheq	haschische	hasheq	hasheq
hasheqv	haschische	hasheqv	hasheqv
hook	crochet	haken	horog
hour	heure	stunde	óra
i	je	ich	én
id	identifiant	ausweis	személyazonosság
identifier	identifiant	kennung	azonosító
identifiers	identificateurs	kennungen	azonosítók
identity	identité	identität	identitás
idle	inactif	leerlauf	tétlen
if	si	wenn	ha
imag	imaginer	bild	képalkotó
immediate	immédiat	sofort	azonnali
immutable	immuable	unveränderlich	változhatatlan
immutableof	immuable	unveränderlich	változhatatlan
impersonate	imiter	imitieren	megszemélyesít
impersonator	imitateur	imitator	megszemélyesítő
implementation	mise-en-œuvre	durchführung	végrehajtás
implements	outils	geräte	eszközök
implies	implique	impliziert	---
import	importer	import	behozatal
imports	importations	importe	behozatal
in	dans	in	-ben
include	inclure	enthalten	tartalmaz
includes	comprend	inklusive	magában-foglal
inclusive	compris	inklusiv	befogadó
index	indice	index	index
indexed	indexé	indiziert	indexelt
indexes	index	indizes	indexek
indirect	indirect	indirekt	közvetett
inexact	inexact	ungenau	pontatlan
inexactness	inexactitude	ungenauigkeit	pontatlanság
infer	déduire	schließen	következtet
infinite	infini	unendlich	végtelen
infix	inspirer	infix	behelyez
info	informations	info	információ
inherit	hériter	erben	örököl
init	init	init	kezdeményezés
initial	initial	anfänglich	kezdeti
initiate	initié	einleiten	beavatott
inner	intérieur	innere	belső
input	saisir	eingang	bemenet
inspect	inspecter	überprüfen	megvizsgál
inspector	inspecteur	inspektor	ellenőr
installation	installation	installation	telepítés
instanceof	instance-de	instanz	példány
instantiate	instancier	instanziieren	jelentkezik
integer	entier	ganze-zahl	egész-szám
interaction	interaction	interaktion	kölcsönhatás
interface	interface	schnittstelle	felület
intern	interne	praktikum	szakember
internal	interne	intern	belső
interned	interné	interniert	interzált
intersect	couper	schneiden	keresztez
introduce	introduire	einführen	bemutat
introducer	introducteur	einführer	bevezető
invariant	invariant	invariant	állandó
invoke	invoquer	aufrufen	meghív
ior	ior	ior	ior
is	est	ist	az
iso	iso	iso	izo
iter	iter	iter	iter
iterate	répéter	iterieren	hajtogat
iterator	itérateur	iterator	iterátor
jit	jit	jit	jit
join	rejoindre	verbinden	csatlakozik
keep	garder	halten	megtart
key	clé	schlüssel	kulcsfontosságú
keys	clés	schlüssel	kulcsok
keyword	mot-clé	stichwort	kulcsszó
keywords	mots-clés	schlüsselwörter	kulcsszavak
kill	tuer	töten	megöl
known	connu	bekannt	ismert
label	étiquette	etikett	címke
lambda	lambda	lambda	lambda
lang	égouter	lang	lang
language	langue	sprache	nyelv
last	dernier	zuletzt	utolsó
late	en-retard	spät	késő
latin	latin	lateinisch	latin
lazy	paresseux	faul	lusta
lcm	lcm	lcm	lcm
least	moins	am-wenigsten	legkevésbé
leave	partir	verlassen	szabadság
legacy	héritage	vermächtnis	örökség
len	len	len	len
length	longueur	länge	hossz
let	laisser	lassen	enged
letrec	letdrec	letrec	letrec
level	niveau	ebene	szint
levels	niveaux	ebenen	szint
lexical	lexical	lexikalisch	lexikális
lib	lib	lib	lib
liberal	libéral	liberale	liberális
library	bibliothèque	bibliothek	könyvtár
lift	ascenseur	aufzug	lift
lifts	ascenseurs	aufzüge	felvonók
limit	limite	limit	határ
limited	limité	beschränkt	korlátozott
line	doubler	linie	vonal
lines	lignes	linien	vonal
link	lien	link	link
links	links	links	linkek
list	liste	liste	lista
listen	écouter	hören	hallgat
listener	auditeur	hörer	hallgató
listof	liste	liste	felsorol
lists	listes	listen	listák
literal	littéral	wörtlich	szó-szerinti
load	charger	laden	terhelés
loc	localiser	loc	lokál
local	locale	lokal	helyi
locale	lieu	gebietsschema	helyszín
location	emplacement	standort	elhelyezkedés
lock	verrouillage	sperren	zár
locked	fermé	verschlossen	bezárt
log	enregistrer	protokoll	fatörzs
logger	bûcheron	logger	fakitermelő
long	long	lang	hosszú
lookbehind	lookbehind	schauen	kinézet
loop	boucle	schleife	hurok
loopback	boucler	loopback	visszacsatolás
lower	inférieur	untere	alacsonyabb
m	m	m	m
machine	machine	maschine	gép
macros	macros	makros	makrók
magnitude	ampleur	größe	nagyságrend
make	faire	machen	készít
managed	géré	verwaltet	kezelt
map	carte	karte	térkép
mapped	cartographié	zugeordnet	feltérképezett
mapping	cartographie	abbildung	feltérképezés
mark	marque	markieren	mark
marks	marques	markierungen	jelek
mask	masque	maske	maszk
match	correspondre	übereinstimmen	mérkőzés
matches	matchs	übereinstimmungen	mérkőzések
max	max	max	maximum
mcar	mcar	mcar	mcar
mcdr	mcdr	mcdr	mcdr
mcons	mordons	mcons	mcons
member	membre	mitglied	tag
memf	memf	memf	memó
memory	mémoire	erinnerung	emlékezet
memq	memq	memq	memq
memv	memv	memv	memórt
memw	memw	memw	memw
merge	fusionner	verschmelzen	összeolvad
message	message	nachricht	üzenet
meta	méta	meta	meta
method	méthode	verfahren	módszer
milliseconds	millisecondes	millisekunden	milliszekundum
min	min	min	miniszterelnök
minute	minute	minute	perc
misc	mission	miser	zaklató
mismatch	décalage	nichtübereinstimmung	eltérés
missing	manquant	fehlen	hiányzó
mixin	mélanger	mischen	keverék
mlist	mlist	mlist	mlist
mode	mode	modus	mód
modify	modifier	ändern	módosít
module	module	modul	modul
modulo	modulo	modulo	moduló
monotonic	monotone	monoton	monoton
month	mois	monat	hónap
mpair	député	mpair	mpair
multicast	multidiffusion	multicast	multy--out
murec	assouplir	murec	murec
mutable	mutable	veränderlich	változékony
mutator	mutateur	mutator	mutátor
n	n	n	n
nack	nack	nack	csípős
name	nom	name	név
named	nommé	namens	elnevezett
names	noms	namen	nevek
namespace	espace-de-noms	namespace	névtér
nan	nan	nan	nan
nand	nand	nand	nand
nanosecond	nanoseconde	nanosekunde	nanosekundum
natural	naturel	natürlich	természetes
naturals	naturels	naturals	természetes
neg	neg	neg	neg
negate	nier	negieren	tagad
negative	négatif	negativ	negatív
nested	imbriqué	verschachtelt	beágyazott
nesting	nichage	nisten	fészkelés
network	réseau	netzwerk	hálózat
never	jamais	niemals	soha
new	nouveau	neu	új
newline	newline	newline	újvonal
next	suivant	nächste	következő
nfc	nfc	nfc	nfc
nfd	nfd	nfd	nfd
nfkc	nfkc	nfkc	nfkc
nfkd	nfkd	nfkd	nfkd
ninth	neuvième	neunte	kilencedik
no	non	nein	nem
non	non	nicht	nem
none	aucun	keiner	egyik-sem
nonnegative	non-négatif	nicht-negativ	nemnegatív
nonpositive	non-positif	nicht-positiv	nem-pozitív
nor	ni	noch	sem
normal	normale	normal	normál
normalize	normaliser	normalisieren	nimalizál
normalized	normalisé	normalisiert	normalizált
not	pas	nicht	nem
nowhere	nulle-part	nirgends	sehol
nth	n	nth	n--szer
null	nul	null	nulla
nuls	nuls	nulle	nuls
number	nombre	nummer	szám
numerator	numérateur	zähler	számológép
numeric	numérique	numerisch	numerikus
object	objet	objekt	objektum
odd	impair	seltsam	páratlan
of	de	von	-y--az
offset	compenser	offset	ellensúlyozás
on	sur	an	-on
once	une-fois	einmal	egyszer
one	un	eins	egy
only	seulement	nur	csak
open	ouvrir	offen	nyitott
opt	opter	opt	dönt
or	ou	oder	vagy
orc	orc	ork	ork
order	commande	befehl	rendelés
origin	origine	herkunft	származás
original	original	original	eredeti
ormap	ormap	ormap	beolvasás
other	autre	andere	más
out	dehors	aus	ki
output	sortir	ausgabe	kibocsátás
overment	excès	überschließung	legyőz
override	outrepasser	überschreiben	felülbírál
pair	paire	paar	pár
pairs	couple	paare	párok
parallel	parallèle	parallel	párhuzamos
parameter	paramètre	parameter	paraméter
parameterization	paramétrage	parametrisierung	paraméterezés
parameterize	paramétrer	parametrize	paraméterez
parametric	paramétrique	parametrisch	paraméteres
paren	parin	pfarrer	paren
parent	mère	elternteil	szülő
parse	analyse	analysieren	elemez
part	partie	teil	rész
partition	partition	trennwand	partíció
party	faire-la-fête	party	fél
passes	col	pässe	átesik
path	chemin	weg	útvonal
pathlist	pathlist	pfadliste	pályalista
paths	chemins	wege	utak
pattern	modèle	muster	mintázat
peek	jeter-un-coup-d'œil	spähen	kandikál
peeked	jeté-un-coup-d'œil	angeregt	bepillantott
peeking	coup-de-pilement	pinkeln	bepillantás
peer	pair	peer	társas
performance	performance	leistung	teljesítmény
permission	autorisation	erlaubnis	engedély
permissions	autorisation	berechtigungen	engedély
permutations	permutations	permutationen	permutációk
persistent	persistant	hartnäckig	kitartó
phantom	fantôme	phantom	fantom
phase	phase	phase	fázis
phases	phases	phasen	fázisok
pi	pi	pi	pi
pictographic	pictographique	piktografisch	piktográfiai
pid	piquer	pid	poar
pipe	tuyau	rohr	cső
place	lieu	ort	hely
placeholder	espace-réservé	platzhalter	helyőrző
plain	plaine	schmucklos	egyszerű
planet	planète	planet	bolygó
plumber	plombier	klempner	vízvezeték-szerelő
point	indiquer	punkt	pont
polar	polaire	polar-	poláris
poll	sondage	umfrage	szavazás
port	port	hafen	kikötő
portal	portail	portal	portál
ports	ports	ports	kikötők
pos	point-de-point	pos	pozíció
position	position	position	pozíció
positions	positions	positionen	helyzet
positive	positif	positiv	pozitív
post	poste	post	oszlop
pre	pré	vor	előtti
predefined	prédéfini	vordefiniert	előre-meghatározott
predicate	prédicat	prädikat	állítmány
prefab	préfabriqué	prefab	előreszelepel
preference	préférence	präferenz	kedveltség
preferences	préférences	vorlieben	preferenciák
prefix	préfixe	präfix	előtag
pregexp	pregexp	vorgegründet	pregexp
preservation	préservation	erhaltung	megőrzés
preserved	conservé	konserviert	konzervált
pretty	joli	hübsch	szép
primitive	primitif	primitive	primitív
print	imprimer	drucken	nyomtatás
printable	imprimable	druckbar	nyomtatható
printf	printf	printf	printf
printing	impression	drucken	nyomtatás
println	println	println	println
private	privé	privat	magán
proc	procure	proc	proc
procedure	procédure	verfahren	eljárás
process	processus	verfahren	folyamat
processor	processeur	prozessor	processzor
producer	producteur	produzent	termelő
product	produit	produkt	termék
progress	progrès	fortschritt	előrehalad
proj	proj	proj	proj
projection	projection	vorsprung	vetítés
promise	promesse	versprechen	ígéret
prompt	rapide	prompt	gyors
prop	soutenir	stütze	támaszt
proper	approprié	richtig	megfelelő
property	propriété	eigentum	ingatlan
protect	protéger	schützen	véd
protected	protégé	geschützt	védett
provide	fournir	bieten	biztosít
provides	proposer	bietet	biztosít
prune	élaguer	prune	szilva
pseudo	pseudo	pseudo-	ál
public	publique	öffentlich	nyilvános
pubment	publage	tafel	kifogás
punctuation	ponctuation	interpunktion	központozás
put	mettre	setzen	elhelyez
putenv	purtenv	putenv	putenv
quasiquote	quasi-biote	quaquote	kváziquote
quasisyntax	quasisyntax	quasisyntax	kvázisntax
quotable	citant	zitierbar	idézhető
quote	citation	zitat	idézet
quotient	quotient	quotient	hányados
r	r	r	r--tól
radians	radians	radians	radián
raise	augmenter	erheben	emel
random	aléatoire	zufällig	véletlen
range	gamme	reichweite	hatótávolság
rational	rationnel	rational	racionális
rationalize	rationaliser	rationalisieren	ésszerűsít
read	lire	lesen	olvas
reader	lecteur	leser	olvasó
reading	en-lisant	lektüre	olvasás
readtable	lecture	lachtbar	elolvasható
ready	prêt	bereit	kész
real	réel	real	igazi
realm	royaume	reich	birodalom
rearm	réarmer	wiederherstellen	újjáépít
rec	récolte	rec	eljegyzés
receive	recevoir	erhalten	kap
receiver	récepteur	empfänger	vevő
recertify	recertifier	rezertifizieren	újra-igazol
recompile	recompiler	neu-kompilieren	összegyűjt
recontract	réorganeron	wiedervertrag	felújítás
rectangular	rectangulaire	rechteckig	négyszögletes
recur	se-reproduire	wiederkehren	megismétlődik
recursive	récursif	rekursiv	rekurzív
reduce	réduire	reduzieren	csökkent
reencode	réencoder	neu-cencode	újrakender
ref	référence	ref	ref
reference	référence	referenz	referencia
regexp	regexp	regexp	regexp
region	région	region	régió
register	registre	registrieren	nyilvántartás
registry	enregistrement	registrierung	iktató-hivatal
regular	régulier	regulär	szabályos
relative	relatif	relativ	relatív
release	libérer	freigeben	szabadon-bocsátás
relocate	déménager	umziehen	áthelyez
remainder	reste	rest	maradék
remap	remap	remap	átgondol
remf	remf	remf	remf
remove	retirer	entfernen	eltávolítás
remq	remq	remq	remq
remv	remv	remv	remv
remw	remw	remm	réz
rename	rebaptiser	umbenennen	átnevez
replace	remplacer	ersetzen	cserél
replaced	remplacé	ersetzt	cserélt
replaces	remplace	ersetzt	helyettesít
require	exiger	erfordern	megkövetel
required	requis	erforderlich	kívánt
reroot	relâcher	erneutoot	újracsinál
resolve	résoudre	lösen	elhatározás
resolved	résolu	gelöst	elhatározott
resolver	résolveur	resolver	feloldó
rest	repos	ausruhen	pihenés
result	résultat	ergebnis	eredmény
results	résultats	ergebnisse	eredmény
resume	cv	wieder-aufnehmen	önéletrajz
reverse	inverse	umkehren	fordított
rewind	rembobiner	zurückspulen	visszatekercs
right	droite	rechts	jobbra
rngs	rng	rngs	rngs
root	racine	wurzel	gyökér
roots	racines	wurzeln	gyökerek
round	rond	runden	kerek
rule	règle	regel	szabály
rules	règles	regeln	szabályok
running	en-cours-d'exécution	läuft	futás
s	s	s	s
scope	portée	umfang	hatókör
scopes	portées	bereiche	hatókör
seal	joint	siegel	pecsét
sealed	scellé	versiegelt	zárt
search	recherche	suchen	keresés
second	deuxième	zweite	második
secondary	secondaire	sekundär	másodlagos
seconds	secondes	sekunden	másodpercek
security	sécurité	sicherheit	biztonság
seed	graine	samen	mag
semaphore	sémaphore	semaphor	szemafor
send	envoyer	schicken	elküld
sensitive	sensible	empfindlich	érzékeny
sequence	séquence	sequenz	sorrend
sequences	séquences	sequenzen	szekvenciák
serializable	sérialisable	serialisierbar	sorozható
serialize	sérialiser	serialisieren	sorozatosít
set	ensemble	satz	készlet
setalw	setalw	setalw	setalw
seteq	seteq	seteq	seteq
seteqv	seteqv	seteqv	seteqv
seventh	septième	siebte	hetedik
sgn	sgn	sgn	sgn
sha	sha	sha	sha
shadower	ombre	schatten	követő-hajó
shared	commun	geteilt	megosztott
shell	coquille	hülse	héj
shift	changement	schicht	váltás
show	montrer	zeigen	megmutat
shrink	rétrécir	schrumpfen	összezsugorodik
shuffle	mélanger	shuffle	keverés
shut	fermer	schließen	bezár
shutdown	fermer	abschalten	leállítás
sibling	frère-et-sœur	geschwister	testvér
signature	signature	unterschrift	aláírás
simple	simple	einfach	egyszerű
simplify	simplifier	vereinfachen	egyszerűsít
sin	péché	sünde	bűn
single	célibataire	einzel	egyetlen
sinh	sinh	sinh	sinh
sixth	sixième	sechste	hatodik
size	taille	größe	méret
skip	sauter	überspringen	kihagyás
sleep	dormir	schlafen	alvás
slice	tranche	scheibe	szelet
socket	douille	buchse	foglalat
some	quelques	manche	néhány
